exchange,source_name,source_path,stock_code,stock_abbr,report_date,report_year,report_period,report_type
SSE,600129_20250329_NDLU.pdf,正式数据/附件2：财务报告/reports-上交所/600129_20250329_NDLU.pdf,600129,太极集团,20250329,2024,年度,全文
SSE,600129_20250425_4KUR.pdf,正式数据/附件2：财务报告/reports-上交所/600129_20250425_4KUR.pdf,600129,太极集团,20250425,2025,第一季度,全文
SSE,600129_20250822_FZGY.pdf,正式数据/附件2：财务报告/reports-上交所/600129_20250822_FZGY.pdf,600129,太极集团,20250822,2025,半年度,摘要
SSE,600129_20250822_VIRL.pdf,正式数据/附件2：财务报告/reports-上交所/600129_20250822_VIRL.pdf,600129,太极集团,20250822,2025,半年度,全文
SSE,600129_20251025_MVIJ.pdf,正式数据/附件2：财务报告/reports-上交所/600129_20251025_MVIJ.pdf,600129,太极集团,20251025,2025,第三季度,全文
SSE,600222_20230407_6IHZ.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20230407_6IHZ.pdf,600222,太龙药业,20230407,2022,年度,摘要
SSE,600222_20230407_OACL.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20230407_OACL.pdf,600222,太龙药业,20230407,2022,年度,全文
SSE,600222_20230429_B5XY.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20230429_B5XY.pdf,600222,太龙药业,20230429,2023,第一季度,全文
SSE,600222_20230819_G5RZ.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20230819_G5RZ.pdf,600222,太龙药业,20230819,2023,半年度,摘要
SSE,600222_20230819_T4D5.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20230819_T4D5.pdf,600222,太龙药业,20230819,2023,半年度,全文
SSE,600222_20231027_M5KQ.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20231027_M5KQ.pdf,600222,太龙药业,20231027,2023,第三季度,全文
SSE,600222_20240328_7AEY.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20240328_7AEY.pdf,600222,太龙药业,20240328,2023,年度,全文
SSE,600222_20240328_KQGO.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20240328_KQGO.pdf,600222,太龙药业,20240328,2023,年度,摘要
SSE,600222_20240426_B70P.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20240426_B70P.pdf,600222,太龙药业,20240426,2024,第一季度,全文
SSE,600222_20240822_2ACG.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20240822_2ACG.pdf,600222,太龙药业,20240822,2024,半年度,全文
SSE,600222_20240822_Z87C.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20240822_Z87C.pdf,600222,太龙药业,20240822,2024,半年度,摘要
SSE,600222_20241025_GQZJ.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20241025_GQZJ.pdf,600222,太龙药业,20241025,2024,第三季度,全文
SSE,600222_20250409_R8ON.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20250409_R8ON.pdf,600222,太龙药业,20250409,2024,年度,全文
SSE,600222_20250409_X1OV.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20250409_X1OV.pdf,600222,太龙药业,20250409,2024,年度,摘要
SSE,600222_20250430_WABH.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20250430_WABH.pdf,600222,太龙药业,20250430,2025,第一季度,全文
SSE,600222_20250827_JM77.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20250827_JM77.pdf,600222,太龙药业,20250827,2025,半年度,摘要
SSE,600222_20250827_MDA8.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20250827_MDA8.pdf,600222,太龙药业,20250827,2025,半年度,全文
SSE,600222_20251030_GXIP.pdf,正式数据/附件2：财务报告/reports-上交所/600222_20251030_GXIP.pdf,600222,太龙药业,20251030,2025,第三季度,全文
SSE,600252_20230329_84OV.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20230329_84OV.pdf,600252,中恒集团,20230329,2022,年度,摘要
SSE,600252_20230329_OFKW.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20230329_OFKW.pdf,600252,中恒集团,20230329,2022,年度,全文
SSE,600252_20230428_VZDI.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20230428_VZDI.pdf,600252,中恒集团,20230428,2023,第一季度,全文
SSE,600252_20230830_97SG.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20230830_97SG.pdf,600252,中恒集团,20230830,2023,半年度,全文
SSE,600252_20230830_YQ7H.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20230830_YQ7H.pdf,600252,中恒集团,20230830,2023,半年度,摘要
SSE,600252_20231028_UVK3.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20231028_UVK3.pdf,600252,中恒集团,20231028,2023,第三季度,全文
SSE,600252_20240330_3D7L.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20240330_3D7L.pdf,600252,中恒集团,20240330,2023,年度,全文
SSE,600252_20240330_ZF08.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20240330_ZF08.pdf,600252,中恒集团,20240330,2023,年度,摘要
SSE,600252_20240430_W3NK.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20240430_W3NK.pdf,600252,中恒集团,20240430,2024,第一季度,全文
SSE,600252_20240831_V2T1.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20240831_V2T1.pdf,600252,中恒集团,20240831,2024,半年度,全文
SSE,600252_20240831_ZPTH.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20240831_ZPTH.pdf,600252,中恒集团,20240831,2024,半年度,摘要
SSE,600252_20241030_R5VC.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20241030_R5VC.pdf,600252,中恒集团,20241030,2024,第三季度,全文
SSE,600252_20250329_1620.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20250329_1620.pdf,600252,中恒集团,20250329,2024,年度,全文
SSE,600252_20250329_7P2G.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20250329_7P2G.pdf,600252,中恒集团,20250329,2024,年度,摘要
SSE,600252_20250430_1GQP.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20250430_1GQP.pdf,600252,中恒集团,20250430,2025,第一季度,全文
SSE,600252_20250830_3BRA.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20250830_3BRA.pdf,600252,中恒集团,20250830,2025,半年度,摘要
SSE,600252_20250830_579G.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20250830_579G.pdf,600252,中恒集团,20250830,2025,半年度,全文
SSE,600252_20251031_UHBG.pdf,正式数据/附件2：财务报告/reports-上交所/600252_20251031_UHBG.pdf,600252,中恒集团,20251031,2025,第三季度,全文
SSE,600285_20230426_0A88.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20230426_0A88.pdf,600285,羚锐制药,20230426,2023,第一季度,全文
SSE,600285_20230426_DWDG.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20230426_DWDG.pdf,600285,羚锐制药,20230426,2022,年度,全文
SSE,600285_20230426_FY7P.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20230426_FY7P.pdf,600285,羚锐制药,20230426,2022,年度,摘要
SSE,600285_20230810_OCOP.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20230810_OCOP.pdf,600285,羚锐制药,20230810,2023,半年度,全文
SSE,600285_20230810_R4S2.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20230810_R4S2.pdf,600285,羚锐制药,20230810,2023,半年度,摘要
SSE,600285_20231028_192E.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20231028_192E.pdf,600285,羚锐制药,20231028,2023,第三季度,全文
SSE,600285_20240426_3V73.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20240426_3V73.pdf,600285,羚锐制药,20240426,2023,年度,摘要
SSE,600285_20240426_4HIP.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20240426_4HIP.pdf,600285,羚锐制药,20240426,2024,第一季度,全文
SSE,600285_20240426_7A8A.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20240426_7A8A.pdf,600285,羚锐制药,20240426,2023,年度,全文
SSE,600285_20240813_K1KH.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20240813_K1KH.pdf,600285,羚锐制药,20240813,2024,半年度,全文
SSE,600285_20240813_N4BP.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20240813_N4BP.pdf,600285,羚锐制药,20240813,2024,半年度,摘要
SSE,600285_20241030_MLWU.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20241030_MLWU.pdf,600285,羚锐制药,20241030,2024,第三季度,全文
SSE,600285_20250426_KEQR.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20250426_KEQR.pdf,600285,羚锐制药,20250426,2024,年度,全文
SSE,600285_20250426_S7WG.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20250426_S7WG.pdf,600285,羚锐制药,20250426,2024,年度,摘要
SSE,600285_20250426_Y3H9.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20250426_Y3H9.pdf,600285,羚锐制药,20250426,2025,第一季度,全文
SSE,600285_20250820_6F8S.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20250820_6F8S.pdf,600285,羚锐制药,20250820,2025,半年度,摘要
SSE,600285_20250820_X3T2.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20250820_X3T2.pdf,600285,羚锐制药,20250820,2025,半年度,全文
SSE,600285_20251030_X9YT.pdf,正式数据/附件2：财务报告/reports-上交所/600285_20251030_X9YT.pdf,600285,羚锐制药,20251030,2025,第三季度,全文
SSE,600329_20230401_203X.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20230401_203X.pdf,600329,达仁堂,20230401,2022,年度,全文
SSE,600329_20230401_2MN9.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20230401_2MN9.pdf,600329,达仁堂,20230401,2022,年度,摘要
SSE,600329_20230429_9H31.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20230429_9H31.pdf,600329,达仁堂,20230429,2023,第一季度,全文
SSE,600329_20230815_EQM0.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20230815_EQM0.pdf,600329,达仁堂,20230815,2023,半年度,摘要
SSE,600329_20230815_ZYZC.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20230815_ZYZC.pdf,600329,达仁堂,20230815,2023,半年度,全文
SSE,600329_20231031_TMTL.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20231031_TMTL.pdf,600329,达仁堂,20231031,2023,第三季度,全文
SSE,600329_20240330_5GJ0.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20240330_5GJ0.pdf,600329,达仁堂,20240330,2023,年度,摘要
SSE,600329_20240330_9IAR.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20240330_9IAR.pdf,600329,达仁堂,20240330,2023,年度,全文
SSE,600329_20240430_QC2E.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20240430_QC2E.pdf,600329,达仁堂,20240430,2024,第一季度,全文
SSE,600329_20240815_E500.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20240815_E500.pdf,600329,达仁堂,20240815,2024,半年度,全文
SSE,600329_20240815_WSUC.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20240815_WSUC.pdf,600329,达仁堂,20240815,2024,半年度,摘要
SSE,600329_20241031_94G4.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20241031_94G4.pdf,600329,达仁堂,20241031,2024,第三季度,全文
SSE,600329_20250331_3SH8.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20250331_3SH8.pdf,600329,达仁堂,20250331,2024,年度,摘要
SSE,600329_20250331_WYS4.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20250331_WYS4.pdf,600329,达仁堂,20250331,2024,年度,全文
SSE,600329_20250430_61G3.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20250430_61G3.pdf,600329,达仁堂,20250430,2025,第一季度,全文
SSE,600329_20250815_O3UM.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20250815_O3UM.pdf,600329,达仁堂,20250815,2025,半年度,摘要
SSE,600329_20250815_SGZB.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20250815_SGZB.pdf,600329,达仁堂,20250815,2025,半年度,全文
SSE,600329_20251031_RO3X.pdf,正式数据/附件2：财务报告/reports-上交所/600329_20251031_RO3X.pdf,600329,达仁堂,20251031,2025,第三季度,全文
SSE,600332_20230318_QRLF.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20230318_QRLF.pdf,600332,白云山,20230318,2022,年度,摘要
SSE,600332_20230318_TJ63.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20230318_TJ63.pdf,600332,白云山,20230318,2022,年度,全文
SSE,600332_20230428_LE89.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20230428_LE89.pdf,600332,白云山,20230428,2023,第一季度,全文
SSE,600332_20230819_CWDS.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20230819_CWDS.pdf,600332,白云山,20230819,2023,半年度,摘要
SSE,600332_20230819_VOZO.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20230819_VOZO.pdf,600332,白云山,20230819,2023,半年度,全文
SSE,600332_20231031_LRQX.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20231031_LRQX.pdf,600332,白云山,20231031,2023,第三季度,全文
SSE,600332_20240316_ISIW.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20240316_ISIW.pdf,600332,白云山,20240316,2023,年度,摘要
SSE,600332_20240316_M2MS.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20240316_M2MS.pdf,600332,白云山,20240316,2023,年度,全文
SSE,600332_20240427_P99O.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20240427_P99O.pdf,600332,白云山,20240427,2024,第一季度,全文
SSE,600332_20240831_Q3YL.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20240831_Q3YL.pdf,600332,白云山,20240831,2024,半年度,全文
SSE,600332_20240831_W3O2.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20240831_W3O2.pdf,600332,白云山,20240831,2024,半年度,摘要
SSE,600332_20241026_RDSX.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20241026_RDSX.pdf,600332,白云山,20241026,2024,第三季度,全文
SSE,600332_20250314_191V.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20250314_191V.pdf,600332,白云山,20250314,2024,年度,摘要
SSE,600332_20250314_KG61.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20250314_KG61.pdf,600332,白云山,20250314,2024,年度,全文
SSE,600332_20250430_KI0E.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20250430_KI0E.pdf,600332,白云山,20250430,2025,第一季度,全文
SSE,600332_20250816_4OO8.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20250816_4OO8.pdf,600332,白云山,20250816,2025,半年度,摘要
SSE,600332_20250816_9P7A.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20250816_9P7A.pdf,600332,白云山,20250816,2025,半年度,全文
SSE,600332_20251029_H1GP.pdf,正式数据/附件2：财务报告/reports-上交所/600332_20251029_H1GP.pdf,600332,白云山,20251029,2025,第三季度,全文
SSE,600351_20230426_9U46.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20230426_9U46.pdf,600351,亚宝药业,20230426,2023,第一季度,全文
SSE,600351_20230426_PEUQ.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20230426_PEUQ.pdf,600351,亚宝药业,20230426,2022,年度,摘要
SSE,600351_20230426_ZIQK.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20230426_ZIQK.pdf,600351,亚宝药业,20230426,2022,年度,全文
SSE,600351_20230823_KQA8.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20230823_KQA8.pdf,600351,亚宝药业,20230823,2023,半年度,摘要
SSE,600351_20230823_Y6XP.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20230823_Y6XP.pdf,600351,亚宝药业,20230823,2023,半年度,全文
SSE,600351_20231028_YT88.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20231028_YT88.pdf,600351,亚宝药业,20231028,2023,第三季度,全文
SSE,600351_20240426_00FY.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20240426_00FY.pdf,600351,亚宝药业,20240426,2023,年度,全文
SSE,600351_20240426_96HE.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20240426_96HE.pdf,600351,亚宝药业,20240426,2023,年度,摘要
SSE,600351_20240426_X3JV.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20240426_X3JV.pdf,600351,亚宝药业,20240426,2024,第一季度,全文
SSE,600351_20240815_5OIX.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20240815_5OIX.pdf,600351,亚宝药业,20240815,2024,半年度,全文
SSE,600351_20240815_A8NE.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20240815_A8NE.pdf,600351,亚宝药业,20240815,2024,半年度,摘要
SSE,600351_20241025_4KJZ.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20241025_4KJZ.pdf,600351,亚宝药业,20241025,2024,第三季度,全文
SSE,600351_20250426_6XWC.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20250426_6XWC.pdf,600351,亚宝药业,20250426,2024,年度,全文
SSE,600351_20250426_FCHV.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20250426_FCHV.pdf,600351,亚宝药业,20250426,2024,年度,摘要
SSE,600351_20250426_KVA2.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20250426_KVA2.pdf,600351,亚宝药业,20250426,2025,第一季度,全文
SSE,600351_20250816_6Z8Z.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20250816_6Z8Z.pdf,600351,亚宝药业,20250816,2025,半年度,摘要
SSE,600351_20250816_7MDQ.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20250816_7MDQ.pdf,600351,亚宝药业,20250816,2025,半年度,全文
SSE,600351_20251025_Y3PG.pdf,正式数据/附件2：财务报告/reports-上交所/600351_20251025_Y3PG.pdf,600351,亚宝药业,20251025,2025,第三季度,全文
SSE,600422_20230323_76EI.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20230323_76EI.pdf,600422,昆药集团,20230323,2022,年度,摘要
SSE,600422_20230323_7BEZ.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20230323_7BEZ.pdf,600422,昆药集团,20230323,2022,年度,全文
SSE,600422_20230428_L37Z.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20230428_L37Z.pdf,600422,昆药集团,20230428,2023,第一季度,全文
SSE,600422_20230830_KCB1.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20230830_KCB1.pdf,600422,昆药集团,20230830,2023,半年度,全文
SSE,600422_20230830_QQL2.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20230830_QQL2.pdf,600422,昆药集团,20230830,2023,半年度,摘要
SSE,600422_20231028_PXQE.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20231028_PXQE.pdf,600422,昆药集团,20231028,2023,第三季度,全文
SSE,600422_20240322_80B9.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20240322_80B9.pdf,600422,昆药集团,20240322,2023,年度,摘要
SSE,600422_20240322_YON2.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20240322_YON2.pdf,600422,昆药集团,20240322,2023,年度,全文
SSE,600422_20240420_IQ0Z.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20240420_IQ0Z.pdf,600422,昆药集团,20240420,2024,第一季度,全文
SSE,600422_20240823_XUMO.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20240823_XUMO.pdf,600422,昆药集团,20240823,2024,半年度,全文
SSE,600422_20240823_YCW5.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20240823_YCW5.pdf,600422,昆药集团,20240823,2024,半年度,摘要
SSE,600422_20241026_1AZ7.pdf,正式数据/附件2：财务报告/reports-上交所/600422_20241026_1AZ7.pdf,600422,昆药集团,20241026,2024,第三季度,全文
