serial_number,stock_code,stock_abbr,eps,total_operating_revenue,operating_revenue_yoy_growth,operating_revenue_qoq_growth,net_profit_10k_yuan,net_profit_yoy_growth,net_profit_qoq_growth,net_asset_per_share,roe,operating_cf_per_share,net_profit_excl_non_recurring,net_profit_excl_non_recurring_yoy,gross_profit_margin,net_profit_margin,roe_weighted_excl_non_recurring,report_period,report_year
32,600080,金花股份,0.0176,24129.296366,-1.9,24.829555277588184,619.501143,-34.53,309.7491572224529,4.417991323956605,0.4,-0.23536758138184752,678.99573,-32.31,76.585982229632,2.567423158981643,0.43662916388493594,2025H1,2025
34,600080,金花股份,0.0978,38390.836363,-8.36,6.452960724846234,3448.124386,12.06,468.0302196421429,4.490298275522593,1.8,-0.16371631055231892,2535.219733,45.96,76.55145212289263,8.98163393315183,1.6013871772618204,2025Q3,2025
35,600085,同仁堂,1.04,1537242.336317,5.27,,142581.17053099998,16.17,,13.460564935801552,12.71,2.2570077967911817,139857.54306199998,15.67,48.80356953897297,9.275126449652882,7.578683501634691,2022FY,2022
38,600085,同仁堂,0.382,514306.972663,30.08,,52335.560608,30.85,,14.032525462935348,4.34,0.8360538557005077,51948.817511,31.13,46.49604798469098,10.175938377233107,2.7021304387847667,2023Q1,2023
42,600085,同仁堂,0.719,976069.624505,30.02,-10.21652896303036,98652.628949,32.69,-11.499814269840856,13.44969237862674,8.0,1.7249533933852348,97903.035348,33.22,46.10052700463837,10.107130318601023,5.305227751805432,2023H1,2023
43,600085,同仁堂,1.014,1372138.001626,25.88,-14.226848892811345,139069.228932,38.67,-12.739295834872392,14.522718496396072,6.982163843853561,1.745794380785156,137784.649551,39.22,46.28438735552954,10.135221731866714,6.91766975139718,2023Q3,2023
47,600085,同仁堂,1.217,1786089.15,16.19,4.515071711351633,166883.45,16.92,-31.181195153231062,13.457656230956562,13.42,1.3633296589158512,165660.29,18.32,47.29226986866808,9.343511826551325,8.976898057922059,2023FY,2023
49,600085,同仁堂,0.42,526728.9154729999,2.42,27.244221339158287,57587.75775800001,4.005189724451038,107.04429441762852,15.506695238958603,2.708507477110941,-0.1836185625437214,57133.910527,9.981156962623974,42.93161155998687,10.9330921592346,2.6871618184764223,2024Q1,2024
53,600085,同仁堂,0.744,976298.244854,0.02,-14.648822919226081,102096.605546,3.49,-22.711267948582538,15.231781208173956,7.57,0.4336112131230247,99224.370357,1.35,43.89528805391708,10.457522184859402,4.7471099563766055,2024H1,2024
55,600085,同仁堂,0.984,1381970.9536209998,0.72,-9.764149319180744,135005.938669,-2.92,-26.06114343882734,14.946511798990821,6.583475885433275,-0.03829990342541351,132043.530529,-4.17,43.70099230715284,9.769086558242153,6.439015999114367,2024Q3,2024
58,600085,同仁堂,1.113,1859728.16,4.12,17.769126700954,152627.49,-8.54,-46.45424364833307,15.24156208108448,11.49,0.5549305660164193,148176.36,-10.55,43.96427731347876,8.20697862409846,7.089438466764678,2024FY,2024
60,600085,同仁堂,0.425,527567.631868,0.16,10.425886794365967,58220.717028,1.1,230.39495748355355,15.885264454014928,2.675435471850663,0.6077678444364143,58084.613592999995,1.66,45.5124733617237,11.03568784571816,2.6691810666075155,2025Q1,2025
63,600085,同仁堂,0.689,976889.809275,0.06,-14.831359949804016,94549.888063,-7.39,-37.60095565719626,15.433644864328556,6.99,1.4232810231200832,94232.12104700001,-5.03,44.28544690552863,9.6786645909604,4.44926903199813,2025H1,2025
66,600085,同仁堂,0.859,1330791.480027,-3.7,-21.23654505674829,117755.58453,-12.78,-36.12379306799126,15.650413395859925,5.488672907689679,1.4501008131370279,116267.011226,-11.95,43.86196562591137,8.848537603172128,5.419289430061972,2025Q3,2025
67,600129,太极集团,0.63,1405065.9364389998,15.65,,34970.284236,158.79262874391432,,5.273517330058568,12.08,3.2441384232142156,36662.947469,,45.42532639945679,2.4888713994895295,12.524730398721848,2022FY,2022
72,600129,太极集团,0.42,442724.53771400003,25.27,,23496.403036,991.1596769003072,,5.652532432791897,7.4,-0.2995342663009639,23852.09175,227.59,50.995821323291565,5.30722854380813,7.542777825972763,2023Q1,2023
74,600129,太极集团,1.02,905135.107742,24.85,4.446564542288172,56534.550511,342.26,40.60938359109957,6.309685544599731,16.93,-0.7731862180543021,57174.650003999996,214.36,50.150307126788384,6.24597919442482,16.34865492060894,2023H1,2023
76,600129,太极集团,1.36,1218274.163345,14.58,-32.28116399155004,75810.034035,197.57,-41.65688757644242,6.6259293585660775,5.19,-0.8547006161765536,71512.88645800001,121.76,48.991515668544906,6.2227400297851965,19.361978033607382,2023Q3,2023
78,600129,太极集团,1.48,1562264.841693,10.58,9.852371396340244,82212.49180599999,131.99,-66.78445050144525,6.743312902268462,23.82,1.2089089730997125,77444.843263,111.35,48.600364471954435,5.262391472428433,20.674884723836414,2023FY,2023
83,600129,太极集团,0.44,420767.32899099996,-4.959564436246457,22.319398598740094,24683.863418,5.301865951750794,285.5373092784129,7.1132742699168015,6.59,-0.2974644276116696,21832.629733,-8.46660342483379,46.46918621530671,5.866392592122565,5.47111743695652,2024Q1,2024
86,600129,太极集团,0.89,781716.5545569999,-13.64,-14.216432527792447,49461.252774,-12.51,0.3788950555114389,7.336208986987517,12.78,-0.6428212690771828,46994.595533,-17.81,46.709263946306216,6.327261778667303,11.526597176788016,2024H1,2024
88,600129,太极集团,0.98,1043381.8061190001,-14.36,-27.50635462600422,54507.471899000004,-28.1,-79.63377395214549,7.419197092945328,1.32,-1.2411817157577836,50058.477813,-30.0,42.30184551470518,5.2241156189744125,12.130836996959932,2024Q3,2024
92,600129,太极集团,0.05,1238601.698342,-20.72,-25.393268285474445,2665.272794,-96.76,,6.816272454023331,0.75,-1.184612200131136,3853.928446,-95.02,39.320273287928636,0.21518400932016732,1.0606816214225325,2024FY,2024
94,600129,太极集团,0.13,282801.621723,-32.79,44.86311743270277,7454.404201,-69.8,114.379027760574,6.464126962810235,2.11,-0.2870776866409957,8044.114438,-63.16,28.863868670085967,2.6359128195882406,2.170195091840489,2025Q1,2025
98,600129,太极集团,0.25,565756.185263,-27.63,0.0540809547230003,13879.731566,-71.94,-13.804950848546028,6.798799244839805,3.9,0.20681005832861654,11974.796445,-74.52,27.7004485690506,2.4533061993034693,3.1724505692491523,2025H1,2025
100,600129,太极集团,0.3,808773.698907,-22.49,-14.114297856289632,16590.530672,-69.56,-57.81072384317339,6.645010116280383,0.74,0.3008450308177098,9083.832971,-81.85,28.559382400806815,2.051319262040905,2.471920336806511,2025Q3,2025
101,600222,太龙药业,-0.1283,196069.430941,22.2,,-7214.0214590000005,,,2.870618488372395,-4.31,0.25524504617339255,-6664.836563,-284.22,24.077218727791163,-3.6793198329681482,-4.1291746543409324,2022FY,2022
107,600222,太龙药业,0.0065,56031.791601,32.687958639233585,,368.256668,51.77816371598837,,2.8180989373870617,0.23,-0.16286038129253916,345.28411,,27.391297018112994,0.657228079770035,0.2162634334512568,2023Q1,2023
110,600222,太龙药业,-0.0677,99390.97396,15.08,-22.616819630257588,-3833.179675,-77.16583345650741,,2.5750032211682847,-2.49,-0.1554251036980154,-4043.2451969999997,,24.51611120925975,-3.856667786093601,-2.7732038513677453,2023H1,2023
112,600222,太龙药业,-0.03,144286.962259,11.23,3.544360978202328,-1692.6351760000002,70.24,150.94792171649476,2.6443465153946435,1.5,-0.09338643749183197,-2387.748423,47.85,25.292590618473337,-1.1731033417708683,-1.6003983503356163,2023Q3,2023
113,600222,太龙药业,0.0774,206990.873655,5.57,39.664842609994786,4355.672478,160.32,182.55930473884538,2.8847502159997798,2.85,-0.09888879169293681,3460.126067,151.87,27.282474649643024,2.104282377811388,2.1314220414418346,2023FY,2023
118,600222,太龙药业,0.0381,49911.155706,-10.923505603006213,-20.40184640031257,2125.863934,524.0588259792141,-64.85192130406797,2.9283306808811034,1.34,-0.20758085577588054,1895.9139120000002,449.08808632983437,27.34831829461945,4.259296151189788,1.1603473300589544,2024Q1,2024
120,600222,太龙药业,0.0477,92724.851493,-6.71,-14.22018748835902,2661.799743,160.76026340585028,-74.78974075299402,2.8671692069565284,1.68,-0.16477942947047616,2559.5171579999997,163.30353548429625,28.15386624261218,2.8706433066662234,1.5997338031095678,2024H1,2024
123,600222,太龙药业,0.0519,134067.31774600002,-7.08,-3.4363525665231225,2889.585799,270.72,-57.497511423051805,2.909577315510333,0.15,-0.1737099663145528,1948.6835649999998,181.61,26.486859580704547,2.1553245396275655,1.2029378329377611,2024Q3,2024
124,600222,太龙药业,0.0908,194142.01116400003,-6.21,45.309892860203234,5052.531937,16.0,849.5515994183597,2.922550297650974,3.2,-0.07114023836417761,3734.416799,7.93,25.59253641399041,2.602492838467564,2.296347318524326,2024FY,2024
129,600222,太龙药业,0.0028,32327.419225999998,-35.23,-46.18795804571876,153.057006,-92.8,-92.92367926731978,2.9837709586322365,0.1,0.020032574527166697,45.785698,-97.59,26.811267114787405,0.47345878410516834,0.028071729762275007,2025Q1,2025
132,600222,太龙药业,0.035,76243.15500099999,-17.77,35.84671101638652,1934.660025,-27.32,,2.994290488027736,1.22,-0.20204362228965786,1519.444243,-40.64,24.691890108368522,2.5374868405886737,0.91802439819393,2025H1,2025
134,600222,太龙药业,0.0458,118690.21734500001,-11.47,-3.3442988147224635,2532.546125,-12.36,-66.44111546602628,2.983031880459749,0.37,-0.160932827473932,2073.075846,6.38,24.290054252069748,2.1337446182599704,1.256797797391179,2025Q3,2025
135,600252,中恒集团,0.0231,271376.98387199995,-14.17,,7902.545961,-74.25,,2.4230752974120535,1.19,-0.049719284637071655,539.135631,-92.99,59.43540158920673,2.9120177578240694,0.06503933233517756,2022FY,2022
140,600252,中恒集团,-0.005,66968.814545,4.556247932421075,,-1711.6845170000001,-150.60297538483366,,2.4047483184630565,-0.26,0.022670101382356544,167.110318,,63.81941827159158,-2.555942685606038,0.020299246528022678,2023Q1,2023
142,600252,中恒集团,0.0257,147936.895169,24.35,20.904156918580547,8825.754531,-18.6,715.618061818339,2.3990853349097296,1.35,0.07318831965248547,6450.669627,-16.66,65.07105177855053,5.965891416686584,0.7829614560279461,2023H1,2023
145,600252,中恒集团,0.0352,216574.716401,14.58,-15.228543516128662,12046.453927,-17.38,-69.4356533752735,2.4275911062766644,0.49,0.11290461161464083,9496.222248,18.05,65.68454485869208,5.562262357853133,1.1430330081617623,2023Q3,2023
146,600252,中恒集团,0.0246,309654.205305,14.1,35.60962051721551,8430.878904000001,6.69,-212.26055519153454,2.4150462793207255,1.27,0.11759650092587784,2272.964554,321.59,61.45447196351292,2.722675410041934,0.27461829174761776,2023FY,2023
151,600252,中恒集团,0.016,80589.609375,20.339011407835873,-13.418508928300806,5471.119513000001,279.5442048064894,251.3208681384344,2.4262317630479444,0.83,0.01048756408842133,2608.7497489999996,,39.25835430071533,6.788864663112781,0.31444443800005073,2024Q1,2024
153,600252,中恒集团,0.0064,141096.306667,-4.62,-24.919976953294423,2190.870657,-75.18,-159.95571561187353,2.3453359898607653,0.33,0.06269587260696056,838.171613,-87.01,39.91819503392643,1.5527484090498926,0.1043977443822166,2024H1,2024
156,600252,中恒集团,0.0033,192686.47076700002,-11.03,-14.73644008194592,1122.004444,-90.69,67.41508769845602,2.4109139741368084,-0.16,0.13125209711816438,-1132.699718,-111.93,40.49587591562431,0.5822953939286937,-0.1381823075970767,2024Q3,2024
158,600252,中恒集团,-0.1119,227082.31887600003,-26.67,-33.32867086383236,-37697.914618,-547.1409807596023,,2.2306273920850126,-5.97,0.14171629388628854,-33076.10132,,43.20984221919111,-16.60099069121503,-4.401493275005603,2024FY,2024
162,600252,中恒集团,0.0055,74203.248062,-7.92,115.73315426574402,1826.71088,-66.61,104.70560197995911,2.250752151756768,0.3,-0.023748706602656242,1577.2127,-39.54,29.62263293331037,2.4617667389353426,0.21098688751319702,2025Q1,2025
165,600252,中恒集团,0.0082,145104.97593699998,2.84,-4.449293357403243,2707.762427,23.59,-51.76841849214803,2.2198334488488713,0.44,0.08295214122475894,2483.0200170000003,196.24,30.294044543369242,1.8660713800577216,0.3387373801057678,2025H1,2025
167,600252,中恒集团,-0.0008,194813.103049,1.1,-29.891515197435474,2464.037494,119.61,-127.66295954304702,-0.23579498590730455,-0.04,0.005077736820834269,-1883.913639,-66.32065931175592,31.922905863964278,1.2648212340112657,-0.2593994790546984,2025Q3,2025
169,600285,羚锐制药,0.26,78864.824906,15.616790876400122,,14424.638490000001,10.310769364521871,,4.878354610442649,5.5,0.14694041334272634,13793.522271000002,,76.53386485919653,18.290332232643532,5.0964788289569265,2023Q1,2023
170,600285,羚锐制药,0.836,300186.221398,11.45,,46533.082706,28.71,,4.596466228075992,19.28,1.499974850349903,40904.079511,15.28,72.28007967538433,15.501405257473294,15.987737290673357,2022FY,2022
175,600285,羚锐制药,0.563,170066.249556,13.18,15.642714934958848,31698.110619,17.18,19.74977494912593,4.529473168046931,11.69,0.6983264424072265,30125.175919999998,26.08,75.31814481909996,18.638683866878793,11.812910637013411,2023H1,2023
177,600285,羚锐制药,0.83,250678.083345,10.09,-11.611212107309997,46618.204218,15.01,-13.624235546997932,4.840496327389657,5.69,0.905680524947972,44186.899377999995,20.19,74.62708192663837,18.596840854986475,16.252724935048935,2023Q3,2023
184,600285,羚锐制药,1.003,331147.260654,10.31,-0.1769671688320673,56810.930285,22.09,-31.684570211522285,4.941114350234758,21.28,1.4361127885491196,53422.552692000005,30.61,73.29322842854333,17.155790500214657,19.08836643462251,2023FY,2023
183,600285,羚锐制药,0.34,90904.68677,15.266453553089699,12.96833124182178,19037.863992,32.007380525444646,86.77892319344319,5.253606718272012,6.59,0.0801988074660892,18145.931333,31.554007573182812,75.59724850257025,20.94266496970407,6.168540232467851,2024Q1,2024
187,600285,羚锐制药,0.732,190600.71732999998,12.07,9.670946683137648,41303.284254000006,30.3,16.95335291478223,4.80455324845258,13.89,0.5150162526655718,39409.202735,30.82,76.04197272986201,21.67005708718757,14.536877571393722,2024H1,2024
189,600285,羚锐制药,1.024,275911.620214,10.07,-14.42898738816144,57387.309386,23.1,-27.762310602102975,5.177496992279986,5.77,0.6246165623360735,54146.912058,22.54,75.00231653545256,20.79916363851939,18.661129745857544,2024Q3,2024
191,600285,羚锐制药,1.287,350083.128692,5.72,-13.057410048920243,72255.072015,27.19,-7.561928640488016,5.486584921740875,24.8,1.5600804713118246,64215.057199,20.2,75.81825637805021,20.639404213782996,20.847067701629477,2024FY,2024
197,600285,羚锐制药,0.383,102075.587055,12.29,37.62102072560196,21681.754012,13.89,45.83064414620878,5.906817450661475,6.81,0.2077640476920286,20392.071725,12.38,76.76728465718057,21.240881034872245,6.098347413810531,2025Q1,2025
200,600285,羚锐制药,0.836,209920.551581,10.14,5.652063963042778,47438.580653,14.85,18.79493986853924,5.463607251247919,14.65,0.6266442873100604,44249.914075,12.28,81.32760208860476,22.59834984984561,14.272746417984584,2025H1,2025
202,600285,羚锐制药,1.148,304136.163917,10.23,-12.637912442091038,65093.260977,13.43,-31.456306438398396,5.790478902714262,5.6,0.864859159076694,60522.506674000004,11.77,81.0184028079756,21.402670481095505,18.433520340097406,2025Q3,2025
203,600329,达仁堂,1.12,824924.956518,19.42,,86179.390684,12.05,,8.515014387136995,13.15,0.8801576358307037,76922.707099,3.94,39.92675535060179,10.446937021733751,11.740423881104912,2022FY,2022
208,600329,达仁堂,0.52,215440.577685,14.032298400294332,,40078.839652999995,96.68220273299687,,8.994790498399464,5.97,0.24257845217513094,39493.235743,,48.779737515676445,18.60319912045542,5.696654353515439,2023Q1,2023
211,600329,达仁堂,0.94,408830.884202,8.31,-10.234966599579097,72249.14886,54.12,-19.73243365943609,8.313273899788609,10.54,0.3971516905972309,71221.019994,53.41,46.86154096453723,17.67213575388847,11.14631258048483,2023H1,2023
212,600329,达仁堂,1.11,579303.978416,4.13,-11.85023836806702,85819.19731799999,17.73,-57.8180975175481,8.429520971026475,2.4,0.10500595653753446,84194.275809,29.8,44.861694101015715,14.814190911075178,12.918681789431524,2023Q3,2023
216,600329,达仁堂,1.28,822231.184905,-0.33,42.50178751612622,98670.737783,14.49,-5.29480786471616,8.620491667785911,15.06,0.8931366144614286,95229.48159299999,23.8,44.00500150767266,12.000364325077301,14.330487935353936,2023FY,2023
219,600329,达仁堂,0.5,208558.839055,-3.1942629860851635,-14.147599163849211,38732.616582,-3.6203064816516815,201.3850105167137,9.072105172099265,5.7,-0.11527674906876756,37582.500351,-4.838133305748857,51.54284616373964,18.571553599694546,5.3477458758926275,2024Q1,2024
221,600329,达仁堂,0.85,396474.07853,-3.02,-9.898213700046519,65771.925485,-8.97,-30.189821165952864,8.155755826102222,9.49,0.7175286005069583,63383.119183,-11.01,49.92989986835193,16.58921201831439,10.043561940518101,2024H1,2024
223,600329,达仁堂,1.04,561093.255642,-3.14,-12.39711181918233,80385.581593,-6.33,-45.95403247758815,8.349818107345369,2.55,0.7343522978317355,76675.96884,-8.93,48.96702377479688,14.326599149908375,11.880574400492671,2024Q3,2024
228,600329,达仁堂,2.9,730673.605869,-11.14,3.0137273202529613,222933.423614,125.94,875.4427021377944,10.211486002937512,30.51,1.2028473651487948,74637.498019,-21.62,48.18459321604698,30.51067149864573,9.508038652819158,2024FY,2024
231,600329,达仁堂,0.49,145529.995225,-30.22,-14.18227699719113,37424.776007,-3.38,-73.74581370268191,10.764493863151205,4.66,0.4654873635850643,37567.161619,-0.04,73.85618301012352,25.716194073351385,4.569320687145286,2025Q1,2025
234,600329,达仁堂,2.5,265051.90615500003,-33.15,-17.871287808942448,192762.296441,193.08,315.0659990722333,11.414470548463576,22.3,0.632568436223323,59624.403741999995,-5.93,74.67254173499796,72.72624416753838,6.774639566912081,2025H1,2025
236,600329,达仁堂,2.8,366986.1317,-34.59,-14.71503028034798,215218.218452,167.73,-85.543787522641,11.740396562780482,3.08,0.7680222725775655,81812.965748,6.7,74.98298176045218,58.644782421351636,9.066055408258157,2025Q3,2025
239,600332,白云山,2.44,7078.8155,2.57,,396652.221854,7.165171032255609,,19.72,12.97,4.305470874728035,331.9308,0.39,18.75624998286979,5.603369963102575,0.009867774553845696,2022FY,2022
241,600332,白云山,1.174,2162852.102204,5.307163524621926,,190860.046068,4.097653905094809,,21.898515376932355,5.78,-1.746225989411103,182.7436,,23.280162406847207,8.824461269150529,0.005133110060071146,2023Q1,2023
245,600332,白云山,1.729,3997033.058793,7.39,-15.196191421506638,281124.805683,6.286487114771866,-52.706309426939825,20.72,8.4,-0.45555853936387275,259.8509,12.96,20.827531454553146,7.033337016429191,0.00734560084337065,2023H1,2023
248,600332,白云山,2.332,5818454.951602,6.16,-0.6956273171502018,379125.018992,9.12,8.569738319797768,22.374863695723626,2.87,0.5545908931606666,343.8654,9.72,20.057617262168144,6.51590537600734,0.009453098466107942,2023Q3,2023
251,600332,白云山,2.495,7551.5404,6.68,-419.0311609926031,405567.869149,0.1400683663118914,-73.01755857038373,21.48,12.07,2.5244959345144284,363.5521,9.53,18.787285281398603,5.370664098904044,0.009912041153908209,2023FY,2023
254,600332,白云山,1.204,2294621.189184,6.092376212211815,139.48820048807784,195811.812391,3.182745274605031,640.509480742055,23.80385398347015,5.45,-1.9295958913072924,183.3541,0.3340746269636813,22.134150901727462,8.533513649834006,0.004736209972276348,2024Q1,2024
255,600332,白云山,1.568,4104281.5087949997,2.68,-21.13468104709078,254956.53020799998,-8.683549966919111,-69.795122625749,22.31,7.04,-1.252609255747124,234.0833,-9.92,19.001521714307753,6.211964984898274,0.006141370763337687,2024H1,2024
259,600332,白云山,1.943,5906000.030402,1.5,-0.43885572988121135,315897.699891,-16.68,3.0373834423531436,23.40540896016834,1.7,-0.46214227383812395,,,17.704468208812862,5.348758859886053,,2024Q3,2024
263,600332,白云山,1.744,7499.282,-0.69,-427.38192329515334,283549.61635100003,-29.5491830808784,-153.08083797581537,22.08,7.99,2.1172985749221547,235.6431,-35.18,16.695000551798366,3.7810234974556036,0.006238956117614204,2024FY,2024
266,600332,白云山,1.12,2247340.8393,-2.06,138.10020435970685,182131.3254,-6.99,663.0359065160254,24.375592703846948,4.95,-2.3965833325269434,167456.3362,-8.67,20.512089633568216,8.104303638638548,4.224543389431684,2025Q1,2025
269,600332,白云山,1.548,4183454.6114,1.93,-13.848681150516587,251614.098667,-3.45234385958854,-61.85017974563094,23.23,6.77,-2.090012829475896,220558.9254,-5.78,18.317966773267994,6.014505284253508,5.540117758518098,2025H1,2025
272,600332,白云山,2.036,6160599.3796,4.31,2.1192450924769757,331005.2078,4.78,14.260132979904808,24.594017956622597,2.09,-1.212953188293823,,0.48,17.604173963320054,5.372938368336032,,2025Q3,2025
274,600351,亚宝药业,0.1395,80049.916906,15.296586731283767,,10741.983615000001,54.94563694557828,,4.045476725177773,3.55,0.12262458331505284,10142.968243000001,,58.678612919933315,13.41910651526842,3.256005132893863,2023Q1,2023
278,600351,亚宝药业,0.1359,271813.478552,-1.66,,10465.507339,-44.06,,3.9042794711493434,3.56,0.5979343664692068,8740.166909,-37.71,55.87504937763599,3.8502532673330503,2.9069529274844497,2022FY,2022
282,600351,亚宝药业,0.2182,153283.635403,18.46,-8.514935021111944,16802.746572,67.35,-43.57873578826904,3.9793727760650652,5.51,0.3799325762590571,15909.979227000002,71.37,57.24044562247039,10.961865908140606,5.191937516193917,2023H1,2023
283,600351,亚宝药业,0.2792,219944.428352,11.49,-8.975272160008178,21381.598255,100.11,-24.450903038344954,4.022773406763404,1.55,0.4368345683954953,19613.791016,102.78,56.859017776461364,9.7213638986939,6.366653609708262,2023Q3,2023
287,600351,亚宝药业,0.2615,290976.525674,7.05,6.55753431607742,19958.578980000002,90.71,-131.07808187549014,3.9218698505151544,6.66,0.6519014267294545,18014.722832,106.11,57.85426852219856,6.859171520372369,6.018336736177581,2023FY,2023
290,600351,亚宝药业,0.1528,77121.341314,-3.6584367669474593,8.572524565051895,11226.432374,1.14481072503911,888.9163956686398,3.9898520343173094,3.81,0.3802264723209742,10385.0744,2.3869359658804394,56.38836850222887,14.556842739925274,3.5427002821923015,2024Q1,2024
292,600351,亚宝药业,0.2472,144368.643798,-5.82,-12.803250905346417,17977.438513,6.99,-39.8650798927442,3.972292485978723,6.16,0.47046270783006067,16242.402515,2.09,54.28523224105103,12.452453690812499,5.622503111782094,2024H1,2024
295,600351,亚宝药业,0.3241,212150.981879,-3.54,0.7956238796750165,23493.313546,9.88,-18.29551152182711,4.117688588535914,7.870920615568869,0.5275647264001658,21704.107259,10.66,51.75001959247001,11.073865102071212,7.2714862010798385,2024Q3,2024
296,600351,亚宝药业,0.3356,268603.756867,-7.69,-16.714624212964047,24268.846241,21.6,-85.93998793735909,4.003218713200319,8.41,0.6522794576487011,21545.740825,19.6,51.68149719094822,9.035184959463093,7.4426043982517704,2024FY,2024
300,600351,亚宝药业,0.1522,61453.33943099999,-20.32,8.857960382041322,10726.923354,-4.45,,4.176365693065116,3.67,0.20488126282635127,10087.743817,-2.86,52.93071686612277,17.455395350881176,3.4271648895787843,2025Q1,2025
303,600351,亚宝药业,0.2483,113940.846481,-21.08,-14.589658534450924,17439.724067,-2.99,-37.42100608468654,3.990212920627686,6.01,0.4659954200974916,15968.155775,-1.69,52.55557586539922,15.305945677618016,5.697650431933967,2025H1,2025
305,600351,亚宝药业,0.3066,170871.222313,-19.46,8.464621453192064,21509.429385,-8.44,-39.37395891824085,3.929812548873229,1.51,0.6509358718693596,19745.30093,-9.03,52.134753777800114,12.588093591090058,7.162014288352612,2025Q3,2025
306,600422,昆药集团,0.51,828206.345645,0.35,,38318.359047000005,-24.52,,6.84446377959923,7.89,0.33792337507061826,25110.980944,-10.17,41.5159024241987,4.626668130290405,4.883008974763266,2022FY,2022
311,600422,昆药集团,0.17,191004.98907799998,13.6,,13102.730712999999,14.79623427561067,,6.836684577579931,2.6,-0.7225299892202708,10345.298336,,44.16069159615232,6.859889250143768,1.9632905751599972,2023Q1,2023
313,600422,昆药集团,0.29,377063.83157800004,-10.81,-2.589537897347848,22336.985253,3.12,-29.524198105986056,6.810110179389569,4.38,-0.37545872741370157,17730.556475,22.78,44.976150706440436,5.923926768452024,3.380194324890653,2023H1,2023
315,600422,昆药集团,0.51,561086.377176,-9.4,-1.0944370472475982,38600.760581,3.58,76.1243991872895,7.146818885274752,3.21,-0.04805521456986651,31051.325664,19.6,45.06135470968529,6.879646726637924,5.740393762310806,2023Q3,2023
320,600422,昆药集团,0.59,770312.125683,-6.99,13.695714743592724,44467.996122000004,16.05,-63.92451677010771,7.266295374591469,8.64,0.4724500380017371,33511.173842000004,33.45,44.820023370381094,5.772724411234251,6.119008342770892,2023FY,2023
323,600422,昆药集团,0.16,185263.798331,-3.0057805163693803,-11.45267747731262,11869.345455,-9.864913571214514,102.29877208878865,7.54108887387506,2.22,-0.13747988563199168,11288.125041,9.11357676094378,41.18938195505587,6.406726819771737,2.0178132291382482,2024Q1,2024
325,600422,昆药集团,0.3,355442.162896,-5.73,-8.142677577541463,22948.334844999998,2.74,-6.658800756928543,7.262701700756013,4.24,0.03864053287479386,16001.381394,-9.75,41.10374370098235,6.4562781910919576,2.8802444369789524,2024H1,2024
