source_name,table_name,page_number,source_method,warning_text
600080_20240427_W39O.pdf,core_performance_indicators_sheet,5,pymupdf.find_tables[1],
600080_20240817_5X5X.pdf,balance_sheet,32,pdfplumber.combined_pages,
600080_20240817_5X5X.pdf,balance_sheet,32,fitz.combined_text,
600080_20240817_5X5X.pdf,income_sheet,36,fitz.combined_text,
600080_20240817_5X5X.pdf,income_sheet,36,pdfplumber.combined_pages,
600080_20240817_5X5X.pdf,cash_flow_sheet,40,pdfplumber.combined_pages,
600080_20240817_5X5X.pdf,cash_flow_sheet,40,fitz.combined_text,
600080_20240817_5X5X.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600080_20240817_5X5X.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600080_20240817_6AW9.pdf,core_performance_indicators_sheet,3,pymupdf.find_tables[2],
600080_20241030_XN72.pdf,balance_sheet,5,fitz.combined_text,
600080_20241030_XN72.pdf,balance_sheet,5,pdfplumber.combined_pages,
600080_20241030_XN72.pdf,income_sheet,8,fitz.combined_text,
600080_20241030_XN72.pdf,income_sheet,8,pdfplumber.combined_pages,
600080_20241030_XN72.pdf,cash_flow_sheet,10,fitz.combined_text,
600080_20241030_XN72.pdf,cash_flow_sheet,10,pdfplumber.combined_pages,
600080_20241030_XN72.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600080_20241030_XN72.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600080_20250425_6GSD.pdf,balance_sheet,4,pdfplumber.combined_pages,
600080_20250425_6GSD.pdf,balance_sheet,4,fitz.combined_text,
600080_20250425_6GSD.pdf,income_sheet,7,fitz.combined_text,
600080_20250425_6GSD.pdf,income_sheet,7,pdfplumber.combined_pages,
600080_20250425_6GSD.pdf,cash_flow_sheet,9,pdfplumber.combined_pages,
600080_20250425_6GSD.pdf,cash_flow_sheet,9,fitz.combined_text,
600080_20250425_6GSD.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600080_20250425_6GSD.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600080_20250425_LXGH.pdf,balance_sheet,78,pdfplumber.combined_pages,
600080_20250425_LXGH.pdf,balance_sheet,78,fitz.combined_text,
600080_20250425_LXGH.pdf,income_sheet,82,pdfplumber.combined_pages,
600080_20250425_LXGH.pdf,income_sheet,82,fitz.combined_text,
600080_20250425_LXGH.pdf,cash_flow_sheet,85,pdfplumber.combined_pages,
600080_20250425_LXGH.pdf,cash_flow_sheet,85,fitz.combined_text,
600080_20250425_LXGH.pdf,core_performance_indicators_sheet,6,pdfplumber.combined_pages,
600080_20250425_LXGH.pdf,core_performance_indicators_sheet,6,fitz.combined_text,
600080_20250425_P7ID.pdf,core_performance_indicators_sheet,6,pymupdf.find_tables[0],
600080_20250425_P7ID.pdf,core_performance_indicators_sheet,6,pymupdf.find_tables[1],no_mapped_fields_found
600080_20250822_ABVM.pdf,core_performance_indicators_sheet,2,pymupdf.find_tables[2],
600080_20250822_ODWZ.pdf,balance_sheet,32,pdfplumber.combined_pages,
600080_20250822_ODWZ.pdf,balance_sheet,32,fitz.combined_text,
600080_20250822_ODWZ.pdf,income_sheet,36,fitz.combined_text,
600080_20250822_ODWZ.pdf,income_sheet,36,pdfplumber.combined_pages,
600080_20250822_ODWZ.pdf,cash_flow_sheet,39,fitz.combined_text,
600080_20250822_ODWZ.pdf,cash_flow_sheet,39,pdfplumber.combined_pages,
600080_20250822_ODWZ.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600080_20250822_ODWZ.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600080_20251030_IVCB.pdf,balance_sheet,4,pdfplumber.combined_pages,
600080_20251030_IVCB.pdf,balance_sheet,4,fitz.combined_text,
600080_20251030_IVCB.pdf,income_sheet,7,fitz.combined_text,
600080_20251030_IVCB.pdf,income_sheet,7,pdfplumber.combined_pages,
600080_20251030_IVCB.pdf,cash_flow_sheet,9,pdfplumber.combined_pages,
600080_20251030_IVCB.pdf,cash_flow_sheet,9,fitz.combined_text,
600080_20251030_IVCB.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600080_20251030_IVCB.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600085_20230328_GGS9.pdf,balance_sheet,64,pdfplumber.combined_pages,
600085_20230328_GGS9.pdf,balance_sheet,64,fitz.combined_text,
600085_20230328_GGS9.pdf,income_sheet,69,pdfplumber.combined_pages,
600085_20230328_GGS9.pdf,income_sheet,69,fitz.combined_text,
600085_20230328_GGS9.pdf,cash_flow_sheet,72,fitz.combined_text,
600085_20230328_GGS9.pdf,cash_flow_sheet,72,pdfplumber.combined_pages,
600085_20230328_GGS9.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600085_20230328_GGS9.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600085_20230328_KEHR.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[1],no_mapped_fields_found
600085_20230429_VQ9H.pdf,balance_sheet,5,pdfplumber.combined_pages,
600085_20230429_VQ9H.pdf,balance_sheet,5,fitz.combined_text,
600085_20230429_VQ9H.pdf,income_sheet,8,fitz.combined_text,
600085_20230429_VQ9H.pdf,income_sheet,8,pdfplumber.combined_pages,
600085_20230429_VQ9H.pdf,cash_flow_sheet,10,pdfplumber.combined_pages,
600085_20230429_VQ9H.pdf,cash_flow_sheet,10,fitz.combined_text,
600085_20230429_VQ9H.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600085_20230429_VQ9H.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600085_20230830_7BHH.pdf,core_performance_indicators_sheet,2,text_fallback,no_mapped_fields_found
600085_20230830_IR3F.pdf,balance_sheet,76,pdfplumber.combined_pages,
600085_20230830_IR3F.pdf,balance_sheet,76,fitz.combined_text,
600085_20230830_IR3F.pdf,income_sheet,36,pdfplumber.combined_pages,
600085_20230830_IR3F.pdf,income_sheet,36,fitz.combined_text,
600085_20230830_IR3F.pdf,cash_flow_sheet,39,pdfplumber.combined_pages,
600085_20230830_IR3F.pdf,cash_flow_sheet,39,fitz.combined_text,
600085_20230830_IR3F.pdf,core_performance_indicators_sheet,6,fitz.combined_text,
600085_20230830_IR3F.pdf,core_performance_indicators_sheet,6,pdfplumber.combined_pages,
600085_20231031_FY07.pdf,balance_sheet,5,pdfplumber.combined_pages,
600085_20231031_FY07.pdf,balance_sheet,5,fitz.combined_text,
600085_20231031_FY07.pdf,income_sheet,7,fitz.combined_text,
600085_20231031_FY07.pdf,income_sheet,7,pdfplumber.combined_pages,
600085_20231031_FY07.pdf,cash_flow_sheet,9,pdfplumber.combined_pages,
600085_20231031_FY07.pdf,cash_flow_sheet,9,fitz.combined_text,
600085_20231031_FY07.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600085_20231031_FY07.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600085_20240329_94CA.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[0],
600085_20240329_94CA.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[1],no_mapped_fields_found
600085_20240329_NJ0B.pdf,balance_sheet,123,pdfplumber.combined_pages,
600085_20240329_NJ0B.pdf,balance_sheet,123,fitz.combined_text,
600085_20240329_NJ0B.pdf,income_sheet,78,pdfplumber.combined_pages,
600085_20240329_NJ0B.pdf,income_sheet,78,fitz.combined_text,
600085_20240329_NJ0B.pdf,cash_flow_sheet,81,pdfplumber.combined_pages,
600085_20240329_NJ0B.pdf,cash_flow_sheet,81,fitz.combined_text,
600085_20240329_NJ0B.pdf,core_performance_indicators_sheet,7,pdfplumber.combined_pages,
600085_20240329_NJ0B.pdf,core_performance_indicators_sheet,7,fitz.combined_text,
600085_20240430_HAVG.pdf,balance_sheet,6,pdfplumber.combined_pages,
600085_20240430_HAVG.pdf,balance_sheet,6,fitz.combined_text,
600085_20240430_HAVG.pdf,income_sheet,9,fitz.combined_text,
600085_20240430_HAVG.pdf,income_sheet,9,pdfplumber.combined_pages,
600085_20240430_HAVG.pdf,cash_flow_sheet,11,fitz.combined_text,
600085_20240430_HAVG.pdf,cash_flow_sheet,11,pdfplumber.combined_pages,
600085_20240430_HAVG.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600085_20240430_HAVG.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600085_20240831_ETW9.pdf,core_performance_indicators_sheet,2,text_fallback,no_mapped_fields_found
600085_20240831_J7JR.pdf,balance_sheet,33,pdfplumber.combined_pages,
600085_20240831_J7JR.pdf,balance_sheet,33,fitz.combined_text,
600085_20240831_J7JR.pdf,income_sheet,37,pdfplumber.combined_pages,
600085_20240831_J7JR.pdf,income_sheet,37,fitz.combined_text,
600085_20240831_J7JR.pdf,cash_flow_sheet,40,fitz.combined_text,
600085_20240831_J7JR.pdf,cash_flow_sheet,40,pdfplumber.combined_pages,
600085_20240831_J7JR.pdf,core_performance_indicators_sheet,6,fitz.combined_text,
600085_20240831_J7JR.pdf,core_performance_indicators_sheet,6,pdfplumber.combined_pages,
600085_20241030_L9FD.pdf,balance_sheet,6,pdfplumber.combined_pages,
600085_20241030_L9FD.pdf,balance_sheet,6,fitz.combined_text,
600085_20241030_L9FD.pdf,income_sheet,8,fitz.combined_text,
600085_20241030_L9FD.pdf,income_sheet,8,pdfplumber.combined_pages,
600085_20241030_L9FD.pdf,cash_flow_sheet,10,fitz.combined_text,
600085_20241030_L9FD.pdf,cash_flow_sheet,10,pdfplumber.combined_pages,
600085_20241030_L9FD.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600085_20241030_L9FD.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600085_20250404_9F44.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[0],
600085_20250404_9F44.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[1],no_mapped_fields_found
600085_20250404_K6RE.pdf,balance_sheet,78,pdfplumber.combined_pages,
600085_20250404_K6RE.pdf,balance_sheet,78,fitz.combined_text,
600085_20250404_K6RE.pdf,income_sheet,83,pdfplumber.combined_pages,
600085_20250404_K6RE.pdf,income_sheet,83,fitz.combined_text,
600085_20250404_K6RE.pdf,cash_flow_sheet,86,pdfplumber.combined_pages,
600085_20250404_K6RE.pdf,cash_flow_sheet,86,fitz.combined_text,
600085_20250404_K6RE.pdf,core_performance_indicators_sheet,7,pdfplumber.combined_pages,
600085_20250404_K6RE.pdf,core_performance_indicators_sheet,7,fitz.combined_text,
600085_20250430_4MZB.pdf,balance_sheet,5,pdfplumber.combined_pages,
600085_20250430_4MZB.pdf,balance_sheet,5,fitz.combined_text,
600085_20250430_4MZB.pdf,income_sheet,7,fitz.combined_text,
600085_20250430_4MZB.pdf,income_sheet,7,pdfplumber.combined_pages,
600085_20250430_4MZB.pdf,cash_flow_sheet,9,pdfplumber.combined_pages,
600085_20250430_4MZB.pdf,cash_flow_sheet,9,fitz.combined_text,
600085_20250430_4MZB.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600085_20250430_4MZB.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600085_20250830_E6JX.pdf,balance_sheet,37,pdfplumber.combined_pages,
600085_20250830_E6JX.pdf,balance_sheet,37,fitz.combined_text,
600085_20250830_E6JX.pdf,income_sheet,41,pdfplumber.combined_pages,
600085_20250830_E6JX.pdf,income_sheet,41,fitz.combined_text,
600085_20250830_E6JX.pdf,cash_flow_sheet,45,pdfplumber.combined_pages,
600085_20250830_E6JX.pdf,cash_flow_sheet,45,fitz.combined_text,
600085_20250830_E6JX.pdf,core_performance_indicators_sheet,6,fitz.combined_text,
600085_20250830_E6JX.pdf,core_performance_indicators_sheet,6,pdfplumber.combined_pages,
600085_20250830_JKJ6.pdf,core_performance_indicators_sheet,2,text_fallback,no_mapped_fields_found
600085_20251031_07MK.pdf,balance_sheet,6,pdfplumber.combined_pages,
600085_20251031_07MK.pdf,balance_sheet,6,fitz.combined_text,
600085_20251031_07MK.pdf,income_sheet,8,fitz.combined_text,
600085_20251031_07MK.pdf,income_sheet,8,pdfplumber.combined_pages,
600085_20251031_07MK.pdf,cash_flow_sheet,10,fitz.combined_text,
600085_20251031_07MK.pdf,cash_flow_sheet,10,pdfplumber.combined_pages,
600085_20251031_07MK.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600085_20251031_07MK.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600129_20230331_BTSP.pdf,balance_sheet,86,pdfplumber.combined_pages,
600129_20230331_BTSP.pdf,balance_sheet,86,fitz.combined_text,
600129_20230331_BTSP.pdf,income_sheet,90,pdfplumber.combined_pages,
600129_20230331_BTSP.pdf,income_sheet,90,fitz.combined_text,
600129_20230331_BTSP.pdf,cash_flow_sheet,94,fitz.combined_text,
600129_20230331_BTSP.pdf,cash_flow_sheet,94,pdfplumber.combined_pages,
600129_20230331_BTSP.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600129_20230331_BTSP.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600129_20230331_LJR3.pdf,core_performance_indicators_sheet,3,pymupdf.find_tables[0],
600129_20230331_LJR3.pdf,core_performance_indicators_sheet,3,pymupdf.find_tables[1],no_mapped_fields_found
600129_20230428_CBJZ.pdf,balance_sheet,6,fitz.combined_text,
600129_20230428_CBJZ.pdf,balance_sheet,6,pdfplumber.combined_pages,
600129_20230428_CBJZ.pdf,income_sheet,8,fitz.combined_text,
600129_20230428_CBJZ.pdf,income_sheet,8,pdfplumber.combined_pages,
600129_20230428_CBJZ.pdf,cash_flow_sheet,11,pdfplumber.combined_pages,
600129_20230428_CBJZ.pdf,cash_flow_sheet,11,fitz.combined_text,
600129_20230428_CBJZ.pdf,core_performance_indicators_sheet,2,fitz.combined_text,
600129_20230428_CBJZ.pdf,core_performance_indicators_sheet,2,pdfplumber.combined_pages,
600129_20230825_122K.pdf,balance_sheet,34,pdfplumber.combined_pages,
600129_20230825_122K.pdf,balance_sheet,34,fitz.combined_text,
600129_20230825_122K.pdf,income_sheet,39,pdfplumber.combined_pages,
600129_20230825_122K.pdf,income_sheet,39,fitz.combined_text,
600129_20230825_122K.pdf,cash_flow_sheet,43,pdfplumber.combined_pages,
600129_20230825_122K.pdf,cash_flow_sheet,43,fitz.combined_text,
600129_20230825_122K.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600129_20230825_122K.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600129_20230825_VR0U.pdf,core_performance_indicators_sheet,1,text_fallback,no_mapped_fields_found
600129_20231027_S8AN.pdf,balance_sheet,6,fitz.combined_text,
600129_20231027_S8AN.pdf,balance_sheet,6,pdfplumber.combined_pages,
600129_20231027_S8AN.pdf,income_sheet,8,fitz.combined_text,
600129_20231027_S8AN.pdf,income_sheet,8,pdfplumber.combined_pages,
600129_20231027_S8AN.pdf,cash_flow_sheet,11,pdfplumber.combined_pages,
600129_20231027_S8AN.pdf,cash_flow_sheet,11,fitz.combined_text,
600129_20231027_S8AN.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600129_20231027_S8AN.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600129_20240329_18XF.pdf,balance_sheet,87,pdfplumber.combined_pages,
600129_20240329_18XF.pdf,balance_sheet,87,fitz.combined_text,
600129_20240329_18XF.pdf,income_sheet,91,pdfplumber.combined_pages,
600129_20240329_18XF.pdf,income_sheet,91,fitz.combined_text,
600129_20240329_18XF.pdf,cash_flow_sheet,95,pdfplumber.combined_pages,
600129_20240329_18XF.pdf,cash_flow_sheet,95,fitz.combined_text,
600129_20240329_18XF.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600129_20240329_18XF.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600129_20240329_KYNZ.pdf,core_performance_indicators_sheet,3,pymupdf.find_tables[0],
600129_20240329_KYNZ.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[0],
600129_20240329_KYNZ.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[1],no_mapped_fields_found
600129_20240426_9B08.pdf,balance_sheet,6,pdfplumber.combined_pages,
600129_20240426_9B08.pdf,balance_sheet,6,fitz.combined_text,
600129_20240426_9B08.pdf,income_sheet,9,fitz.combined_text,
600129_20240426_9B08.pdf,income_sheet,9,pdfplumber.combined_pages,
600129_20240426_9B08.pdf,cash_flow_sheet,11,pdfplumber.combined_pages,
600129_20240426_9B08.pdf,cash_flow_sheet,11,fitz.combined_text,
600129_20240426_9B08.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600129_20240426_9B08.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600129_20240823_1QDN.pdf,balance_sheet,34,pdfplumber.combined_pages,
600129_20240823_1QDN.pdf,balance_sheet,34,fitz.combined_text,
600129_20240823_1QDN.pdf,income_sheet,38,pdfplumber.combined_pages,
600129_20240823_1QDN.pdf,income_sheet,38,fitz.combined_text,
600129_20240823_1QDN.pdf,cash_flow_sheet,42,pdfplumber.combined_pages,
600129_20240823_1QDN.pdf,cash_flow_sheet,42,fitz.combined_text,
600129_20240823_1QDN.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600129_20240823_1QDN.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600129_20240823_SJ9S.pdf,core_performance_indicators_sheet,2,pymupdf.find_tables[0],
600129_20241025_NGHU.pdf,balance_sheet,6,pdfplumber.combined_pages,
600129_20241025_NGHU.pdf,balance_sheet,6,fitz.combined_text,
600129_20241025_NGHU.pdf,income_sheet,8,pdfplumber.combined_pages,
600129_20241025_NGHU.pdf,income_sheet,8,fitz.combined_text,
600129_20241025_NGHU.pdf,cash_flow_sheet,11,pdfplumber.combined_pages,
600129_20241025_NGHU.pdf,cash_flow_sheet,11,fitz.combined_text,
600129_20241025_NGHU.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600129_20241025_NGHU.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600129_20250329_6WBA.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[0],
600129_20250329_6WBA.pdf,core_performance_indicators_sheet,4,pymupdf.find_tables[1],no_mapped_fields_found
600129_20250329_NDLU.pdf,balance_sheet,85,pdfplumber.combined_pages,
600129_20250329_NDLU.pdf,balance_sheet,85,fitz.combined_text,
600129_20250329_NDLU.pdf,income_sheet,90,pdfplumber.combined_pages,
600129_20250329_NDLU.pdf,income_sheet,90,fitz.combined_text,
600129_20250329_NDLU.pdf,cash_flow_sheet,93,pdfplumber.combined_pages,
600129_20250329_NDLU.pdf,cash_flow_sheet,93,fitz.combined_text,
600129_20250329_NDLU.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600129_20250329_NDLU.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600129_20250425_4KUR.pdf,balance_sheet,5,pdfplumber.combined_pages,
600129_20250425_4KUR.pdf,balance_sheet,5,fitz.combined_text,
600129_20250425_4KUR.pdf,income_sheet,8,fitz.combined_text,
600129_20250425_4KUR.pdf,income_sheet,8,pdfplumber.combined_pages,
600129_20250425_4KUR.pdf,cash_flow_sheet,10,fitz.combined_text,
600129_20250425_4KUR.pdf,cash_flow_sheet,10,pdfplumber.combined_pages,
600129_20250425_4KUR.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600129_20250425_4KUR.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600129_20250822_FZGY.pdf,core_performance_indicators_sheet,1,text_fallback,no_mapped_fields_found
600129_20250822_VIRL.pdf,balance_sheet,32,pdfplumber.combined_pages,
600129_20250822_VIRL.pdf,balance_sheet,32,fitz.combined_text,
600129_20250822_VIRL.pdf,income_sheet,36,pdfplumber.combined_pages,
600129_20250822_VIRL.pdf,income_sheet,36,fitz.combined_text,
600129_20250822_VIRL.pdf,cash_flow_sheet,40,pdfplumber.combined_pages,
600129_20250822_VIRL.pdf,cash_flow_sheet,40,fitz.combined_text,
600129_20250822_VIRL.pdf,core_performance_indicators_sheet,5,fitz.combined_text,
600129_20250822_VIRL.pdf,core_performance_indicators_sheet,5,pdfplumber.combined_pages,
600129_20251025_MVIJ.pdf,balance_sheet,5,pdfplumber.combined_pages,
600129_20251025_MVIJ.pdf,balance_sheet,5,fitz.combined_text,
600129_20251025_MVIJ.pdf,income_sheet,8,fitz.combined_text,
600129_20251025_MVIJ.pdf,income_sheet,8,pdfplumber.combined_pages,
600129_20251025_MVIJ.pdf,cash_flow_sheet,10,pdfplumber.combined_pages,
600129_20251025_MVIJ.pdf,cash_flow_sheet,10,fitz.combined_text,
600129_20251025_MVIJ.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600129_20251025_MVIJ.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600222_20230407_6IHZ.pdf,core_performance_indicators_sheet,8,pymupdf.find_tables[0],
600222_20230407_6IHZ.pdf,core_performance_indicators_sheet,9,pymupdf.find_tables[0],
600222_20230407_6IHZ.pdf,core_performance_indicators_sheet,9,pymupdf.find_tables[1],no_mapped_fields_found
600222_20230407_OACL.pdf,balance_sheet,80,pdfplumber.combined_pages,
600222_20230407_OACL.pdf,balance_sheet,80,fitz.combined_text,
600222_20230407_OACL.pdf,income_sheet,84,pdfplumber.combined_pages,
600222_20230407_OACL.pdf,income_sheet,84,fitz.combined_text,
600222_20230407_OACL.pdf,cash_flow_sheet,87,pdfplumber.combined_pages,
600222_20230407_OACL.pdf,cash_flow_sheet,87,fitz.combined_text,
600222_20230407_OACL.pdf,core_performance_indicators_sheet,6,pdfplumber.combined_pages,
600222_20230407_OACL.pdf,core_performance_indicators_sheet,6,fitz.combined_text,
600222_20230429_B5XY.pdf,balance_sheet,5,pdfplumber.combined_pages,
600222_20230429_B5XY.pdf,balance_sheet,5,fitz.combined_text,
600222_20230429_B5XY.pdf,income_sheet,7,fitz.combined_text,
600222_20230429_B5XY.pdf,income_sheet,7,pdfplumber.combined_pages,
600222_20230429_B5XY.pdf,cash_flow_sheet,9,pdfplumber.combined_pages,
600222_20230429_B5XY.pdf,cash_flow_sheet,9,fitz.combined_text,
600222_20230429_B5XY.pdf,core_performance_indicators_sheet,1,fitz.combined_text,
600222_20230429_B5XY.pdf,core_performance_indicators_sheet,1,pdfplumber.combined_pages,
600222_20230819_G5RZ.pdf,core_performance_indicators_sheet,2,text_fallback,no_mapped_fields_found
600222_20230819_T4D5.pdf,balance_sheet,40,pdfplumber.combined_pages,
600222_20230819_T4D5.pdf,balance_sheet,40,fitz.combined_text,
600222_20230819_T4D5.pdf,income_sheet,44,pdfplumber.combined_pages,
600222_20230819_T4D5.pdf,income_sheet,44,fitz.combined_text,
600222_20230819_T4D5.pdf,cash_flow_sheet,47,fitz.combined_text,
600222_20230819_T4D5.pdf,cash_flow_sheet,47,pdfplumber.combined_pages,
600222_20230819_T4D5.pdf,core_performance_indicators_sheet,6,fitz.combined_text,
600222_20230819_T4D5.pdf,core_performance_indicators_sheet,6,pdfplumber.combined_pages,
600222_20231027_M5KQ.pdf,balance_sheet,5,fitz.combined_text,
600222_20231027_M5KQ.pdf,balance_sheet,5,pdfplumber.combined_pages,
600222_20231027_M5KQ.pdf,income_sheet,8,fitz.combined_text,
600222_20231027_M5KQ.pdf,income_sheet,8,pdfplumber.combined_pages,
600222_20231027_M5KQ.pdf,cash_flow_sheet,10,pdfplumber.combined_pages,
600222_20231027_M5KQ.pdf,cash_flow_sheet,10,fitz.combined_text,
