rule_name,description,formula,table_scope,stock_code,stock_abbr,report_period,report_year,actual_value,expected_value,difference,status
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2023H1,2023,2704449.18895,2704449.18895,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2023Q3,2023,2951223.7252720003,2951223.725272,4.656612873077393e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2023FY,2023,2704449.18895,2704449.18895,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2024Q1,2024,3125302.67625,3125302.67625,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2024H1,2024,3132609.78504,3132609.78504,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2024Q3,2024,3123881.8228450003,3123881.822845,4.656612873077393e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2024FY,2024,3119752.401977,3119752.4019770003,4.656612873077393e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2025Q1,2025,3231170.039106,3231170.039106,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2025H1,2025,3194666.310348,3194666.3103480004,4.656612873077393e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600085,同仁堂,2025Q3,2025,3181904.968438,3181904.9684379995,4.656612873077393e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2022FY,2022,1470719.7661950001,1470719.766195,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2023Q1,2023,1463900.651061,1463900.651061,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2023H1,2023,1462749.791201,1462749.7912009999,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2023Q3,2023,1428196.583955,1428196.583955,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2023FY,2023,1441177.408352,1441177.4083520002,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2024Q1,2024,1537228.6773549998,1537228.6773549998,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2024H1,2024,1474906.307581,1474906.307581,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2024Q3,2024,1433426.137281,1433426.1372810001,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2024FY,2024,1405775.9232639999,1405775.923264,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2025Q1,2025,1418788.634244,1418788.634244,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2025H1,2025,1422025.367936,1422025.3679360002,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600129,太极集团,2025Q3,2025,1422225.3668620002,1422225.366862,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2022FY,2022,360018.41299499996,360018.412995,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2023Q1,2023,357251.26469499996,357251.264695,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2023H1,2023,339536.710176,339536.710176,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2023Q3,2023,333932.30652,333932.30652,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2023FY,2023,357685.492521,357685.492521,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2024Q1,2024,365292.192838,365292.192838,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2024H1,2024,360851.929207,360851.929207,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2024Q3,2024,372455.24549899995,372455.245499,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2024FY,2024,348976.802093,348976.80209300003,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2025Q1,2025,356553.077502,356553.07750200003,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2025H1,2025,357903.263035,357903.263035,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600222,太龙药业,2025Q3,2025,373830.197319,373830.197319,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2022FY,2022,1175184.886382,1175184.886382,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2023Q1,2023,1168160.7709040002,1168160.770904,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2023H1,2023,1138499.559473,1138499.559473,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2023Q3,2023,1167208.767173,1167208.767173,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2023FY,2023,1166596.0096149999,1166596.0096149999,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2024Q1,2024,1169623.607964,1169623.607964,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2024H1,2024,1137756.0007530001,1137756.000753,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2024Q3,2024,1141178.193881,1141178.193881,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2024FY,2024,1097902.799283,1097902.7992830002,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2025Q1,2025,1097588.350157,1097588.350157,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2025H1,2025,1103291.597023,1103291.597023,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600252,中恒集团,2025Q3,2025,1106425.351924,1106425.3519239998,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2023Q1,2023,449146.214719,449146.214719,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2022FY,2022,434438.26692299993,434438.266923,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2023H1,2023,434587.107807,434587.107807,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2023Q3,2023,463207.81721300003,463207.81721300003,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2024Q1,2024,498155.43169700005,498155.431697,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2023FY,2023,477191.73733900004,477191.737339,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2024H1,2024,471397.15131899994,471397.151319,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2024Q3,2024,488556.257805,488556.257805,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2024FY,2024,501684.32077299996,501684.320773,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2025Q1,2025,541089.578092,541089.578092,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2025H1,2025,557222.74696,557222.7469599999,1.1641532182693481e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600285,羚锐制药,2025Q3,2025,575568.772488,575568.7724880001,1.1641532182693481e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2022FY,2022,1015698.2039409999,1015698.2039409999,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2023Q1,2023,1086652.785966,1086652.785966,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2023H1,2023,1036400.553689,1036400.553689,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2023Q3,2023,1028170.1203620001,1028170.1203620001,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2023FY,2023,1023010.094068,1023010.094068,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2024Q1,2024,1105062.2609950001,1105062.260995,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2024H1,2024,1190110.530725,1190110.530725,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2024Q3,2024,1096952.994924,1096952.994924,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2024FY,2024,1076862.5044290002,1076862.504429,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2025Q1,2025,1116786.7980270002,1116786.798027,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2025H1,2025,1285346.164569,1285346.164569,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600329,达仁堂,2025Q3,2025,1158515.680798,1158515.680798,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2022FY,2022,7466529.877674,7466529.877674,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2023Q1,2023,7365830.017556,7365830.0175560005,9.313225746154785e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2023H1,2023,7360723.9439860005,7360723.9439860005,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2023Q3,2023,7435333.076196001,7435333.076196,9.313225746154785e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2023FY,2023,7858687.776408999,7858687.776409,9.313225746154785e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2024Q1,2024,7870349.02685,7870349.02685,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2024H1,2024,7797066.081675,7797066.0816750005,9.313225746154785e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2024Q3,2024,7925554.04997,7925554.049969999,9.313225746154785e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2024FY,2024,8168361.152064,8168361.152064,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2025Q1,2025,8004779.945033,8004779.945032999,9.313225746154785e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2025H1,2025,8241965.505183999,8241965.505184,9.313225746154785e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600332,白云山,2025Q3,2025,8316926.028803,8316926.028803,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2023Q1,2023,421237.470712,421237.470712,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2022FY,2022,413106.705738,413106.705738,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2023H1,2023,402211.008326,402211.008326,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2023Q3,2023,397176.9016,397176.9016,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2023FY,2023,385363.6709,385363.6709,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2024Q1,2024,379711.07484,379711.07484,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2024H1,2024,375394.10223200003,375394.102232,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2024Q3,2024,369323.502873,369323.502873,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2024FY,2024,354394.257434,354394.25743399997,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2025Q1,2025,356913.512187,356913.512187,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2025H1,2025,345358.55688000005,345358.55688000005,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600351,亚宝药业,2025Q3,2025,334272.135158,334272.135158,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2022FY,2022,943195.821984,943195.821984,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2023Q1,2023,924443.4553469999,924443.4553469999,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2023H1,2023,902572.90796,902572.90796,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2023Q3,2023,929052.960489,929052.960489,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2023FY,2023,956538.327317,956538.3273169999,1.1641532182693481e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2024Q1,2024,982082.3630709999,982082.363071,1.1641532182693481e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2024H1,2024,1005778.626993,1005778.6269929999,1.1641532182693481e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2024Q3,2024,1002169.1857200001,1002169.18572,1.1641532182693481e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2024FY,2024,1261136.713357,1261136.713357,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2025Q1,2025,1270452.416169,1270452.4161689999,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2025H1,2025,1265778.882712,1265778.882712,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600422,昆药集团,2025Q3,2025,1200613.1968629998,1200613.196863,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2022FY,2022,1460384.451845,1460384.451845,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2023Q1,2023,1506805.813698,1506805.8136979998,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2023H1,2023,1590714.8751879998,1590714.875188,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2023Q3,2023,1609550.221416,1609550.221416,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2023FY,2023,1708041.3435809999,1708041.343581,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2024Q1,2024,1829435.674503,1829435.674503,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2024H1,2024,1704704.333526,1704704.333526,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2024Q3,2024,1798749.0323169997,1798749.032317,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2024FY,2024,1753966.16575,1753966.1657500002,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2025Q1,2025,1848458.6937840001,1848458.6937840001,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2025H1,2025,1870879.2009,1870879.2009,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600436,片仔癀,2025Q3,2025,1747874.595595,1747874.595595,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2022FY,2022,462197.56807700003,462197.568077,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2023Q1,2023,453228.749946,453228.749946,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2023H1,2023,435935.319178,435935.319178,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2023Q3,2023,449033.938459,449033.93845899997,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2023FY,2023,467688.246657,467688.24665700004,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2024Q1,2024,473717.741573,473717.74157300004,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2024H1,2024,449441.417532,449441.41753199993,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2024Q3,2024,445391.24638699996,445391.24638699996,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2024FY,2024,455629.807773,455629.807773,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2025Q1,2025,466128.89304799994,466128.893048,5.820766091346741e-11,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2025H1,2025,476220.275399,476220.275399,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600479,千金药业,2025Q3,2025,490091.943958,490091.943958,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2022FY,2022,1511175.9138190001,1511175.9138190001,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2023Q1,2023,1480080.5858959998,1480080.585896,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2023H1,2023,1458734.9688799998,1458734.96888,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2023Q3,2023,1456485.083572,1456485.0835719998,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2023FY,2023,1428037.8964870002,1428037.896487,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2024Q1,2024,1420520.683953,1420520.683953,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2024H1,2024,1425700.443266,1425700.4432660001,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2024Q3,2024,1419360.6641809999,1419360.664181,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2024FY,2024,1379769.031526,1379769.031526,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2025Q1,2025,1371383.967895,1371383.9678949998,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2025H1,2025,1364473.887061,1364473.8870609999,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600518,康美药业,2025Q3,2025,1368293.450797,1368293.450797,0.0,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600535,天士力,2022FY,2022,1643026.560564,1643026.5605640002,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600535,天士力,2023Q1,2023,1776765.157868,1776765.1578679997,2.3283064365386963e-10,pass
balance_equation,校验资产总计是否与负债合计和所有者权益合计闭合。,A=L+E,balance_sheet,600535,天士力,2023H1,2023,1719590.1189869998,1719590.1189869998,0.0,pass
